Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent code,dbGaP accession,histological_type,is_tumor,study_design,study_name,submitted_subject_id,HOST,tissue,lat_lon,Sample_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),external_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_vaginal_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,project_name,Sequencing_method,Submitter_Id,Cohort,env_broad_scale,env_local_scale,env_medium,ETHNICITY,host_age,Menses,pregnant,subject,timepoint,vaginal_ph,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,scientific_name,sex,isolate,AGE,source_name,BREED,treatment,BIOMATERIAL_PROVIDER,strain,JGI_accession,cell_line,isolation_source,cell_type,ENA_first_public,ENA_last_update,Sample_ID,replicate,genotype,GEO_Accession (exp),infection,dev_stage,Sample_inf,animal_id,Gestation_day,sample_type,sub_species,Cultivar,Ecotype,agent,host_diabetic_status,mouse_strain,time,time_point,culture_collection,host_tissue_sampled,donor_id,lab,animal_age_at_collection,brca_genotype,collected_by,Developmental_stage,fasted_status,health_status_at_collection,host_disease,material,Organism_part,Project,specimen_collection_date,specimen_collection_protocol,tumor_source_tissue,tumor_type,individual
ERR8313249,RNA-Seq,197,10043655765,PRJEB50547,SAMEA12789669,3094134041,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880638,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:47:00Z,1,SAMEA12789669,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_44,1/3/23,1/3/23,human,vagina,swab,SAMEA12789669,Sweden,55.60591,13.00077,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_44,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313250,RNA-Seq,199,9385038954,PRJEB50547,SAMEA12789651,2934865913,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880639,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:49:00Z,1,SAMEA12789651,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_26,1/3/23,1/3/23,human,vagina,swab,SAMEA12789651,Sweden,57.708895,11.974585,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_26,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313251,RNA-Seq,198,2145457053,PRJEB50547,SAMEA12789704,690920919,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880640,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789704,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_79,1/3/23,1/3/23,human,vagina,swab,SAMEA12789704,Sweden,57.708901,11.974591,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_79,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313252,RNA-Seq,199,3851374309,PRJEB50547,SAMEA12789698,1226161304,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880641,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:33:00Z,1,SAMEA12789698,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_73,1/3/23,1/3/23,human,vagina,swab,SAMEA12789698,Sweden,57.708895,11.974585,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_73,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313254,RNA-Seq,196,2242941558,PRJEB50547,SAMEA12789706,722517769,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880643,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789706,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_81,1/3/23,1/3/23,human,vagina,swab,SAMEA12789706,Sweden,57.708903,11.974593,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_81,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313256,RNA-Seq,198,6168332250,PRJEB50547,SAMEA12789688,1976851027,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880645,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:43:00Z,1,SAMEA12789688,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_63,1/3/23,1/3/23,human,vagina,swab,SAMEA12789688,Sweden,57.708885,11.974575,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_63,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313257,RNA-Seq,198,6386652325,PRJEB50547,SAMEA12789693,1994995857,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880646,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:46:00Z,1,SAMEA12789693,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_68,1/3/23,1/3/23,human,vagina,swab,SAMEA12789693,Sweden,57.70889,11.97458,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_68,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313268,RNA-Seq,198,2310638955,PRJEB50547,SAMEA12789710,755143084,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880657,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789710,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_85,1/3/23,1/3/23,human,vagina,swab,SAMEA12789710,Sweden,57.708907,11.974597,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_85,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313270,RNA-Seq,198,3490916820,PRJEB50547,SAMEA12789707,1095248552,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880659,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:38:00Z,1,SAMEA12789707,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_82,1/3/23,1/3/23,human,vagina,swab,SAMEA12789707,Sweden,57.708904,11.974594,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_82,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313271,RNA-Seq,198,3788771610,PRJEB50547,SAMEA12789705,1198159676,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880660,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:37:00Z,1,SAMEA12789705,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_80,1/3/23,1/3/23,human,vagina,swab,SAMEA12789705,Sweden,57.708902,11.974592,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_80,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313274,RNA-Seq,197,1936543020,PRJEB50547,SAMEA12789714,623792045,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880663,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789714,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_89,1/3/23,1/3/23,human,vagina,swab,SAMEA12789714,Sweden,57.708911,11.974601,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_89,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313275,RNA-Seq,197,2600149934,PRJEB50547,SAMEA12789708,832329541,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880664,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789708,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_83,1/3/23,1/3/23,human,vagina,swab,SAMEA12789708,Sweden,57.708905,11.974595,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_83,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313276,RNA-Seq,288,2430532250,PRJEB50547,SAMEA12789633,859017747,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880665,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789633,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_8,1/3/23,1/3/23,human,vagina,swab,SAMEA12789633,Sweden,57.708877,11.974567,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_8,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313277,RNA-Seq,198,4461755360,PRJEB50547,SAMEA12789709,1413479699,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880666,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:39:00Z,1,SAMEA12789709,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_84,1/3/23,1/3/23,human,vagina,swab,SAMEA12789709,Sweden,57.708906,11.974596,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_84,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313279,RNA-Seq,199,2360923981,PRJEB50547,SAMEA12789711,755616211,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880668,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789711,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_86,1/3/23,1/3/23,human,vagina,swab,SAMEA12789711,Sweden,57.708908,11.974598,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_86,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313282,RNA-Seq,279,10018240306,PRJEB50547,SAMEA12789697,3341410862,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880671,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:51:00Z,1,SAMEA12789697,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_72,1/3/23,1/3/23,human,vagina,swab,SAMEA12789697,Sweden,57.708894,11.974584,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_72,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313283,RNA-Seq,199,11033983297,PRJEB50547,SAMEA12789684,3425091969,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880672,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:49:00Z,1,SAMEA12789684,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_59,1/3/23,1/3/23,human,vagina,swab,SAMEA12789684,Sweden,57.708881,11.974571,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_59,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313284,RNA-Seq,198,7720079179,PRJEB50547,SAMEA12789631,2478171300,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880673,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:47:00Z,1,SAMEA12789631,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_6,1/3/23,1/3/23,human,vagina,swab,SAMEA12789631,Sweden,57.708875,11.974565,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_6,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313286,RNA-Seq,199,5282909333,PRJEB50547,SAMEA12789712,1650519138,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880675,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:41:00Z,1,SAMEA12789712,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_87,1/3/23,1/3/23,human,vagina,swab,SAMEA12789712,Sweden,57.708909,11.974599,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_87,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313287,RNA-Seq,199,4626543125,PRJEB50547,SAMEA12789713,1496753607,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880676,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:39:00Z,1,SAMEA12789713,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_88,1/3/23,1/3/23,human,vagina,swab,SAMEA12789713,Sweden,57.70891,11.9746,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_88,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313288,RNA-Seq,199,7808511569,PRJEB50547,SAMEA12789632,2490558975,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880677,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:39:00Z,1,SAMEA12789632,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_7,1/3/23,1/3/23,human,vagina,swab,SAMEA12789632,Sweden,57.708876,11.974566,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_7,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313290,RNA-Seq,198,2641617621,PRJEB50547,SAMEA12789719,841078270,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880679,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789719,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_94,1/3/23,1/3/23,human,vagina,swab,SAMEA12789719,Sweden,57.708916,11.974606,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_94,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8313292,RNA-Seq,199,3006035376,PRJEB50547,SAMEA12789721,952662778,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7880681,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:37:00Z,1,SAMEA12789721,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_96,1/3/23,1/3/23,human,vagina,swab,SAMEA12789721,Sweden,57.708918,11.974608,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_96,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
